ល.រ ក្រុមហ៊ុន/សហគ្រាស,ល.រ មុខសញ្ញា,ឈ្មោះក្រុមហ៊ុន/សហគ្រាស,អាស័យដ្ឋានក្រុមហ៊ុន/សហគ្រាស,រាជធានី/ខេត្ត,ឈ្មោះម្ចាស់ក្រុមហ៊ុន/សហគ្រាស,តួនាទី,លេខទូរស័ព្ទ,មុខសញ្ញាជាឧបករណ៍មាត្រាសាស្ត្រ ឬទំនិញវេចខ្ចប់,ឈ្មោះឧបករណ៍មាត្រាសាស្ត្រ/ទំនិញវេចខ្ចប់,ម៉ាក/ម៉ូដែល/លេខស៊េរី,ប្រទេសផលិតដើម,ឆ្នាំផលិត,សមត្ថភាពរង្វាស់រង្វាល់,កម្រិតលម្អៀង/សុក្រឹតភាព,លេខចុះបញ្ជីមាត្រាសាស្ត្រ,ថ្ងៃ/ខែ/ឆ្នាំចុះបញ្ជីមាត្រាសាស្ត្រ,លេខវិញ្ញាបនបត្រ,ថ្ងៃ/ខែ/ឆ្នាំចាប់ផ្ដើមមានសុពលភាព,ស្ថានភាព,Verification
231,55,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) STING Power,STING កំប៉ុង,38,2026,ចំនួន ២៤ កំប៉ុង ចំណុះ ២៥០ ម.ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,56,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) PEPSI LIME,PEPSI កំប៉ុង,38,2026,ចំនួន ២៤ កំប៉ុង ចំណុះ ៣៣០ ម.ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,57,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) PEPSI,PEPSI ធុង,38,2026,ធុង ចំណុះ ១៨.៩ ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,58,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) MIRINDA ORANGE,MIRINDA ធុង,38,2026,ធុង ចំណុះ ១៨.៩ ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,59,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) 7UP,7UP ធុង,38,2026,ធុង ចំណុះ ១៨.៩ ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,60,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) PEPSI,PEPSI កេសក្រដាស,241,2026,កេសក្រដាស ចំណុះ២០ ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,61,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) MIRINDA ORANGE,MIRINDA កេសក្រដាស,241,2026,កេសក្រដាស ចំណុះ១០ ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,62,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) 7UP,7UP កេសក្រដាស,241,2026,កេសក្រដាស ចំណុះ១០ ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,63,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) PEPSI,PEPSI កេសក្រដាស,38,2026,កេសក្រដាស ចំណុះ២០ ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,64,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) MIRINDA ORANGE,MIRINDA កេសក្រដាស,38,2026,កេសក្រដាស ចំណុះ១០ ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
231,65,      ស្រាបៀរ កម្ពុជា ខេមប្រ៊ូវ,      អគារលេខ១៨៨១   ផ្លូវសហព័ន្ធរុស្សី   ភូមិតាងួន១   សង្កាត់កាកាបទី១   ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Michiel Marinus Oerlemans,អគ្គនាយកគ្រប់គ្រងក្រុមហ៊ុន,023 987 905,ទំនិញវេចខ្ចប់,ភេសជ្ជៈ(ទឹកក្រូច) 7UP,7UP កេសក្រដាស,38,2026,កេសក្រដាស ចំណុះ១០ ល,,CMRC20261482,46210.26416,1482.មមជ.2026,2025-07-03,COMPLETED,hKDFVNIhvLyt8o2MXRknsPLmCut2jj5g
241,1,        ដេប៉ូប្រេងឥន្ធនៈ  ហ៊ល​ សោភាន់,        ភូមិអូរតាពូង   ឃុំរកាកោះ   ស្រុកគងពិសី   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោកស្រី.​ ហ៊ល​ សោភាន់,ជាម្ចាស់ដេប៉ូប្រេងឥន្ទនៈ,085220255,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,ET.N367,45,2024,45L/min,±0.5%,CMRC20261456,46211.38296,1456.មមជ.2026,2024-05-14,COMPLETED,iaP0rn43TAiRg459uMJfOPNBo6Y2UPKU
241,2,        ដេប៉ូប្រេងឥន្ធនៈ  ហ៊ល​ សោភាន់,        ភូមិអូរតាពូង   ឃុំរកាកោះ   ស្រុកគងពិសី   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោកស្រី.​ ហ៊ល​ សោភាន់,ជាម្ចាស់ដេប៉ូប្រេងឥន្ទនៈ,085220255,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,ET.N367,45,2024,45L/min,±0.5%,CMRC20261456,46211.38296,1456.មមជ.2026,2024-05-14,COMPLETED,iaP0rn43TAiRg459uMJfOPNBo6Y2UPKU
241,3,        ដេប៉ូប្រេងឥន្ធនៈ  ហ៊ល​ សោភាន់,        ភូមិអូរតាពូង   ឃុំរកាកោះ   ស្រុកគងពិសី   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោកស្រី.​ ហ៊ល​ សោភាន់,ជាម្ចាស់ដេប៉ូប្រេងឥន្ទនៈ,085220255,ទំនិញវេចខ្ចប់,NA,NA,38,2026,NA,,CMRC20261456,46211.38296,1456.មមជ.2026,2024-05-14,COMPLETED,iaP0rn43TAiRg459uMJfOPNBo6Y2UPKU
251,1,           ដេប៉ូប្រេងឥន្ធនៈ ចាន់ សុភ័ក្រ,        ភូមិសាគ្រាមត្បូង   ឃុំសាគ្រាម   ស្រុកប្រាសាទបល្ល័ង្គ   ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ចាន់ សុភ័ក្រ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098994757,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបូមប្រេងឥន្ធនៈ,TATSUNO,45,2018,4L-40L/1min,±0.5%,CMRC20261455,46212.01619,1455.មមជ.2026,2019-08-02,COMPLETED,aKCNCCA4J0mZip6pgXDJh22zsrDU3BFO
251,2,           ដេប៉ូប្រេងឥន្ធនៈ ចាន់ សុភ័ក្រ,        ភូមិសាគ្រាមត្បូង   ឃុំសាគ្រាម   ស្រុកប្រាសាទបល្ល័ង្គ   ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ចាន់ សុភ័ក្រ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098994757,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបូមប្រេងឥន្ធនៈ,TATSUNO,45,2018,4L-40L/1min,±0.5%,CMRC20261455,46212.01619,1455.មមជ.2026,2019-08-02,COMPLETED,aKCNCCA4J0mZip6pgXDJh22zsrDU3BFO
251,3,           ដេប៉ូប្រេងឥន្ធនៈ ចាន់ សុភ័ក្រ,        ភូមិសាគ្រាមត្បូង   ឃុំសាគ្រាម   ស្រុកប្រាសាទបល្ល័ង្គ   ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ចាន់ សុភ័ក្រ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2018,N/A,,CMRC20261455,46212.01619,1455.មមជ.2026,2019-08-02,COMPLETED,aKCNCCA4J0mZip6pgXDJh22zsrDU3BFO
261,1,    សាន ហ្វេង (ខេមបូឌា) ខមភេនី លីមីធីត,        ផ្លូវជាតិលេខ១  ភូមិតាពៅ  សង្កាត់បាវិត  ក្រុងបាវិត  ខេត្តស្វាយរៀង,ស្វាយរៀង,CHUANG HSI CHIN,អភិបាលក្រុមហ៊ុន,0967157166,ឧបករណ៍មាត្រាសាស្ត្រ,Caliper,MITUTOYO,112,2018,0.01mm-150mm,+-0.01mm,CMRC20261469,46212.19539,1469.មមជ.2026,2024-04-30,COMPLETED,bPrBU0kpwbDxBxNZhJsQxn0k89Dbucz2
261,2,    សាន ហ្វេង (ខេមបូឌា) ខមភេនី លីមីធីត,        ផ្លូវជាតិលេខ១  ភូមិតាពៅ  សង្កាត់បាវិត  ក្រុងបាវិត  ខេត្តស្វាយរៀង,ស្វាយរៀង,CHUANG HSI CHIN,អភិបាលក្រុមហ៊ុន,0967157166,ឧបករណ៍មាត្រាសាស្ត្រ,Caliper,MITUTOYO,112,2018,0.01mm-200mm,+-0.02mm,CMRC20261469,46212.19539,1469.មមជ.2026,2024-04-30,COMPLETED,bPrBU0kpwbDxBxNZhJsQxn0k89Dbucz2
261,3,    សាន ហ្វេង (ខេមបូឌា) ខមភេនី លីមីធីត,        ផ្លូវជាតិលេខ១  ភូមិតាពៅ  សង្កាត់បាវិត  ក្រុងបាវិត  ខេត្តស្វាយរៀង,ស្វាយរៀង,CHUANG HSI CHIN,អភិបាលក្រុមហ៊ុន,0967157166,ឧបករណ៍មាត្រាសាស្ត្រ,Caliper,MITUTOYO,112,2018,0.01mm-300mm,+-0.02mm,CMRC20261469,46212.19539,1469.មមជ.2026,2024-04-30,COMPLETED,bPrBU0kpwbDxBxNZhJsQxn0k89Dbucz2
261,4,    សាន ហ្វេង (ខេមបូឌា) ខមភេនី លីមីធីត,        ផ្លូវជាតិលេខ១  ភូមិតាពៅ  សង្កាត់បាវិត  ក្រុងបាវិត  ខេត្តស្វាយរៀង,ស្វាយរៀង,CHUANG HSI CHIN,អភិបាលក្រុមហ៊ុន,0967157166,ឧបករណ៍មាត្រាសាស្ត្រ,Electronic Scale,EXCELL,45,2016,0.2kg-100kg,+-0.01kg,CMRC20261469,46212.19539,1469.មមជ.2026,2024-04-30,COMPLETED,bPrBU0kpwbDxBxNZhJsQxn0k89Dbucz2
261,5,    សាន ហ្វេង (ខេមបូឌា) ខមភេនី លីមីធីត,        ផ្លូវជាតិលេខ១  ភូមិតាពៅ  សង្កាត់បាវិត  ក្រុងបាវិត  ខេត្តស្វាយរៀង,ស្វាយរៀង,CHUANG HSI CHIN,អភិបាលក្រុមហ៊ុន,0967157166,ឧបករណ៍មាត្រាសាស្ត្រ,Electronic Scale,EXCELL,45,2016,2kg-150kg,+-0.1kg,CMRC20261469,46212.19539,1469.មមជ.2026,2024-04-30,COMPLETED,bPrBU0kpwbDxBxNZhJsQxn0k89Dbucz2
261,6,    សាន ហ្វេង (ខេមបូឌា) ខមភេនី លីមីធីត,        ផ្លូវជាតិលេខ១  ភូមិតាពៅ  សង្កាត់បាវិត  ក្រុងបាវិត  ខេត្តស្វាយរៀង,ស្វាយរៀង,CHUANG HSI CHIN,អភិបាលក្រុមហ៊ុន,0967157166,ឧបករណ៍មាត្រាសាស្ត្រ,Electronic Scale,EXCELL,45,2016,2kg-200kg,+-50g,CMRC20261469,46212.19539,1469.មមជ.2026,2024-04-30,COMPLETED,bPrBU0kpwbDxBxNZhJsQxn0k89Dbucz2
261,7,    សាន ហ្វេង (ខេមបូឌា) ខមភេនី លីមីធីត,        ផ្លូវជាតិលេខ១  ភូមិតាពៅ  សង្កាត់បាវិត  ក្រុងបាវិត  ខេត្តស្វាយរៀង,ស្វាយរៀង,CHUANG HSI CHIN,អភិបាលក្រុមហ៊ុន,0967157166,ឧបករណ៍មាត្រាសាស្ត្រ,Electronic Scale,EXCELL,45,2016,100g-20kg,+-10g,CMRC20261469,46212.19539,1469.មមជ.2026,2024-04-30,COMPLETED,bPrBU0kpwbDxBxNZhJsQxn0k89Dbucz2
261,8,    សាន ហ្វេង (ខេមបូឌា) ខមភេនី លីមីធីត,        ផ្លូវជាតិលេខ១  ភូមិតាពៅ  សង្កាត់បាវិត  ក្រុងបាវិត  ខេត្តស្វាយរៀង,ស្វាយរៀង,CHUANG HSI CHIN,អភិបាលក្រុមហ៊ុន,0967157166,ឧបករណ៍មាត្រាសាស្ត្រ,Electronic Scale,EXCELL,45,2016,200g-30kg,+-10g,CMRC20261469,46212.19539,1469.មមជ.2026,2024-04-30,COMPLETED,bPrBU0kpwbDxBxNZhJsQxn0k89Dbucz2
261,9,    សាន ហ្វេង (ខេមបូឌា) ខមភេនី លីមីធីត,        ផ្លូវជាតិលេខ១  ភូមិតាពៅ  សង្កាត់បាវិត  ក្រុងបាវិត  ខេត្តស្វាយរៀង,ស្វាយរៀង,CHUANG HSI CHIN,អភិបាលក្រុមហ៊ុន,0967157166,ឧបករណ៍មាត្រាសាស្ត្រ,Electronic Scale,HENGXING,45,2019,0.3g-3kg,+-0.1g,CMRC20261469,46212.19539,1469.មមជ.2026,2024-04-30,COMPLETED,bPrBU0kpwbDxBxNZhJsQxn0k89Dbucz2
